,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
DeSean Jackson,PHI,1,16,10,195,1,0,0,0
Greg Jennings,MIN,1,13,11,163,1,0,0,0
Dez Bryant,DAL,1,17,11,153,1,0,0,0
Julian Edelman,NE,1,19,13,139,1,0,0,0
Pierre Garcon,WAS,1,10,7,129,1,0,0,0
Andre Caldwell,DEN,1,10,6,59,2,0,0,0
Mike Wallace,MIA,1,9,6,105,1,1,13,0
Brandon Marshall,CHI,1,13,6,95,1,0,0,0
Marques Colston,NO,1,13,8,92,1,0,0,0
Kendall Wright,TEN,1,20,12,150,0,0,0,0
Keenan Allen,SD,1,5,2,29,2,0,0,0
Robert Woods,BUF,1,6,5,82,1,0,0,0
Doug Baldwin,SEA,1,7,6,71,1,1,3,0
Danny Amendola,NE,1,14,10,131,0,0,0,0
Alshon Jeffery,CHI,1,5,5,72,1,1,-3,0
Antonio Brown,PIT,1,6,5,66,1,1,1,0
Josh Gordon,CLE,1,10,3,67,1,0,0,0
Santana Moss,WAS,1,9,8,64,1,0,0,0
Jordy Nelson,GB,1,9,5,61,1,0,0,0
Andre Holmes,OAK,1,7,4,58,1,0,0,0
Vincent Jackson,TB,1,8,5,58,1,0,0,0
Cordarrelle Patterson,MIN,1,6,5,35,1,2,15,0
James Jones,GB,1,7,3,49,1,0,0,0
Marvin Jones,CIN,1,9,5,48,1,0,0,0
Michael Crabtree,SF,1,6,5,45,1,0,0,0
Griff Whalen,IND,1,5,4,45,1,0,0,0
Jason Avant,PHI,1,5,3,40,1,0,0,0
Aldrick Robinson,WAS,1,7,4,99,0,0,0,0
Calvin Johnson,DET,1,14,6,98,0,0,0,0
Jarius Wright,MIN,1,5,4,95,0,0,0,0
A.J. Green,CIN,1,18,9,93,0,0,0,0
Nate Washington,TEN,1,9,7,92,0,0,0,0
Earl Bennett,CHI,1,4,4,23,1,0,0,0
Jarrett Boykin,GB,1,6,6,83,0,0,0,0
Jacoby Jones,BAL,1,9,6,80,0,0,0,0
T.Y. Hilton,IND,1,12,8,78,0,0,0,0
Lance Moore,NO,1,7,6,78,0,0,0,0
Ace Sanders,JAC,1,3,2,17,1,0,0,0
Brian Hartline,MIA,1,8,5,70,0,0,0,0
Torrey Smith,BAL,1,12,4,69,0,0,0,0
Greg Little,CLE,1,7,4,68,0,0,0,0
Jerrel Jernigan,NYG,1,8,7,67,0,0,0,0
Brandon LaFell,CAR,1,4,3,61,0,1,6,0
Rishard Matthews,MIA,1,9,5,64,0,0,0,0
Rod Streater,OAK,1,9,4,59,0,0,0,0
Vincent Brown,SD,1,3,3,54,0,0,0,0
Roddy White,ATL,1,7,5,53,0,0,0,0
DeAndre Hopkins,HOU,1,5,3,52,0,0,0,0
Nate Burleson,DET,1,6,4,51,0,0,0,0
Kenny Stills,NO,1,4,4,47,0,1,3,0
