,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Antonio Brown,PIT,1,14,10,139,2,0,0,0
Martavis Bryant,PIT,1,10,6,178,1,0,0,0
Michael Floyd,ARI,1,9,7,113,2,0,0,0
Brandin Cooks,NO,1,8,5,98,2,1,11,0
Doug Baldwin,SEA,1,10,7,134,1,0,0,0
Odell Beckham Jr.,NYG,1,12,4,104,1,0,0,0
Eric Decker,NYJ,1,11,6,85,1,0,0,0
Dwayne Harris,NYG,1,9,6,82,1,0,0,0
Larry Fitzgerald,ARI,1,15,10,130,0,0,0,0
Mike Evans,TB,1,13,8,126,0,0,0,0
Allen Hurns,JAC,1,9,5,62,1,0,0,0
Jamison Crowder,WAS,1,5,4,60,1,0,0,0
Jarvis Landry,MIA,1,12,7,52,1,1,6,0
DeAndre Hopkins,HOU,1,11,5,57,1,0,0,0
Allen Robinson,JAC,1,11,5,51,1,0,0,0
Travis Benjamin,CLE,1,11,7,113,0,1,-7,0
Chris Givens,BAL,1,7,4,37,1,0,0,0
Rishard Matthews,MIA,1,6,5,93,0,1,4,0
Andre Holmes,OAK,1,2,1,34,1,0,0,0
Lance Moore,DET,1,6,3,29,1,0,0,0
Josh Huff,PHI,1,4,3,23,1,0,0,0
Brandon Marshall,NYJ,1,10,3,23,1,0,0,0
Calvin Johnson,DET,1,9,6,81,0,0,0,0
Davante Adams,GB,1,21,10,79,0,0,0,0
Danny Amendola,NE,1,11,10,79,0,0,0,0
Amari Cooper,OAK,1,9,5,79,0,0,0,0
Brian Hartline,CLE,1,9,6,77,0,0,0,0
Kamar Aiken,BAL,1,14,7,73,0,0,0,0
Andre Caldwell,DEN,1,5,2,13,1,0,0,0
Demaryius Thomas,DEN,1,10,7,71,0,0,0,0
Andrew Hawkins,CLE,1,8,7,69,0,0,0,0
A.J. Green,CIN,1,7,5,67,0,0,0,0
Brandon LaFell,NE,1,6,2,66,0,0,0,0
Golden Tate,DET,1,4,4,52,0,1,11,0
Jared Abbrederis,GB,1,7,4,57,0,0,0,0
Stefon Diggs,MIN,1,2,2,46,0,1,10,0
Michael Crabtree,OAK,1,5,4,55,0,0,0,0
Julian Edelman,NE,1,5,4,53,0,0,0,0
Rueben Randle,NYG,1,4,3,51,0,0,0,0
Randall Cobb,GB,1,10,5,53,0,1,-3,0
Justin Hunter,TEN,1,4,4,47,0,0,0,0
Dez Bryant,DAL,1,12,5,45,0,0,0,0
Ted Ginn Jr.,CAR,1,8,4,45,0,0,0,0
DeSean Jackson,WAS,1,5,2,44,0,0,0,0
Devin Funchess,CAR,1,2,2,41,0,0,0,0
Paul Richardson,SEA,1,1,1,40,0,0,0,0
Jaron Brown,ARI,1,5,3,38,0,0,0,0
Brian Quick,STL,1,7,1,37,0,0,0,0
Marvin Jones,CIN,1,9,4,44,0,1,-8,0
Terrance Williams,DAL,1,3,2,33,0,0,0,0
