,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Isaiah Crowell,CLE,1,20,145,2,1,1,9,0
Todd Gurley,STL,1,16,140,2,2,1,7,0
James Starks,GB,1,11,71,1,4,4,32,1
DeAngelo Williams,PIT,1,23,76,2,2,2,15,0
Lamar Miller,MIA,1,12,89,2,0,0,0,0
Eddie Lacy,GB,1,24,124,1,1,1,24,0
Tim Hightower,NO,1,28,85,1,1,1,10,0
Jonathan Stewart,CAR,1,10,75,1,1,1,14,0
Denard Robinson,JAC,1,14,75,1,2,1,12,0
Doug Martin,TB,1,11,81,1,3,1,5,0
Adrian Peterson,MIN,1,23,69,1,1,1,17,0
Bilal Powell,NYJ,1,3,36,0,5,5,46,1
David Johnson,ARI,1,19,92,0,7,5,31,0
Matt Forte,CHI,1,10,45,1,2,1,8,0
Darren McFadden,DAL,1,9,111,0,2,0,0,0
Robert Turbin,DAL,1,7,51,1,0,0,0,0
LeSean McCoy,BUF,1,20,74,0,7,4,35,0
Chris Ivory,NYJ,1,22,101,0,2,1,6,0
Darren Sproles,PHI,1,7,41,1,3,2,4,0
Rashad Jennings,NYG,1,22,81,0,2,2,21,0
James White,NE,1,1,2,1,6,4,38,0
Mike Gillislee,BUF,1,3,24,1,1,1,6,0
Fozzy Whittaker,CAR,1,8,34,1,1,1,-6,0
Matt Jones,WAS,1,18,62,0,3,2,24,0
Duke Johnson,CLE,1,13,78,0,3,1,6,0
Alfred Morris,WAS,1,11,24,1,1,0,0,0
Joique Bell,DET,1,7,50,0,2,2,25,0
Charles Sims,TB,1,5,10,0,8,6,64,0
Giovani Bernard,CIN,1,6,40,0,5,3,27,0
Rex Burkhead,CIN,1,0,0,0,1,1,5,1
Jeremy Langford,CHI,1,11,37,0,7,3,27,0
Melvin Gordon,SD,1,14,35,0,4,4,28,0
T.J. Yeldon,JAC,1,11,62,0,1,1,1,0
Devonta Freeman,ATL,1,12,40,0,5,3,22,0
Jonathan Grimes,HOU,1,7,53,0,2,2,9,0
Theo Riddick,DET,1,3,18,0,11,7,44,0
Ronnie Hillman,DEN,1,12,20,0,9,7,41,0
Frank Gore,IND,1,16,60,0,5,1,-1,0
Javorius Allen,BAL,1,8,14,0,9,5,44,0
Zurlon Tipton,IND,1,1,7,0,5,4,50,0
Charcandrick West,KC,1,10,54,0,1,0,0,0
LeGarrette Blount,NE,1,10,53,0,0,0,0,0
Spencer Ware,KC,1,8,52,0,0,0,0,0
Brandon Bolden,NE,1,16,51,0,0,0,0,0
Shaun Draughn,SF,1,11,43,0,3,2,8,0
Dexter McCluster,TEN,1,4,12,0,5,4,38,0
Chris Polk,HOU,1,11,34,0,2,2,14,0
Ameer Abdullah,DET,1,7,23,0,2,2,21,0
Thomas Rawls,SEA,1,6,44,0,0,0,0,0
DuJuan Harris,SEA,1,18,42,0,0,0,0,0
