,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Julio Jones,ATL,1,11,9,141,2,0,0,0
DeAndre Hopkins,HOU,1,13,9,98,2,0,0,0
Antonio Brown,PIT,1,11,9,133,1,0,0,0
James Jones,GB,1,4,4,51,2,0,0,0
Keenan Allen,SD,1,17,15,166,0,0,0,0
Kendall Wright,TEN,1,4,4,101,1,0,0,0
Travis Benjamin,CLE,1,3,3,89,1,0,0,0
Percy Harvin,BUF,1,5,5,79,1,1,9,0
Steve Johnson,SD,1,6,6,82,1,0,0,0
Brandon Marshall,NYJ,1,9,6,62,1,0,0,0
John Brown,ARI,1,7,4,46,1,0,0,0
Julian Edelman,NE,1,12,11,97,0,1,9,0
Donte Moncrief,IND,1,11,6,46,1,0,0,0
Jerricho Cotchery,CAR,1,6,4,45,1,0,0,0
Nate Washington,HOU,1,11,6,105,0,0,0,0
Jordan Matthews,PHI,1,13,10,102,0,0,0,0
Brandon Coleman,NO,1,7,4,41,1,0,0,0
Randall Cobb,GB,1,5,5,38,1,0,0,0
Eric Decker,NYJ,1,3,2,37,1,0,0,0
Rishard Matthews,MIA,1,6,4,34,1,0,0,0
Rashad Greene,JAC,1,13,7,28,1,0,0,0
T.Y. Hilton,IND,1,14,7,88,0,0,0,0
Larry Fitzgerald,ARI,1,8,6,87,0,0,0,0
Harry Douglas,TEN,1,2,2,24,1,0,0,0
Roddy White,ATL,1,8,4,84,0,0,0,0
Alshon Jeffery,CHI,1,11,5,78,0,0,0,0
Jermaine Kearse,SEA,1,10,8,76,0,0,0,0
Tavon Austin,STL,1,5,2,-2,0,4,17,1
Pierre Garcon,WAS,1,8,6,74,0,0,0,0
Jarvis Landry,MIA,1,12,8,53,0,1,14,0
Emmanuel Sanders,DEN,1,12,8,65,0,0,0,0
A.J. Green,CIN,1,8,5,63,0,0,0,0
Willie Snead,NO,1,3,1,63,0,0,0,0
Mike Wallace,MIN,1,7,6,63,0,0,0,0
Allen Hurns,JAC,1,7,5,60,0,0,0,0
Demaryius Thomas,DEN,1,11,7,60,0,0,0,0
Terrance Williams,DAL,1,8,5,60,0,0,0,0
Davante Adams,GB,1,8,4,59,0,0,0,0
Marquess Wilson,CHI,1,2,2,59,0,0,0,0
Stedman Bailey,STL,1,4,3,58,0,0,0,0
Darrius Heyward-Bey,PIT,1,7,4,58,0,0,0,0
Cecil Shorts,HOU,1,8,4,57,0,0,0,0
Chris Owusu,NYJ,1,6,4,55,0,0,0,0
Markus Wheaton,PIT,1,7,3,55,0,0,0,0
Ted Ginn Jr.,CAR,1,7,2,54,0,0,0,0
Brandin Cooks,NO,1,8,4,49,0,1,4,0
Jeremy Maclin,KC,1,9,5,52,0,0,0,0
Vincent Jackson,TB,1,11,4,51,0,0,0,0
Cole Beasley,DAL,1,6,4,49,0,0,0,0
Dez Bryant,DAL,1,7,5,48,0,0,0,0
