,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Eddie Royal,SD,1,8,7,90,3,0,0,0
DeSean Jackson,PHI,1,15,9,193,1,0,0,0
Julio Jones,ATL,1,14,11,182,1,0,0,0
Calvin Johnson,DET,1,8,6,116,2,0,0,0
Pierre Garcon,WAS,1,13,8,143,1,0,0,0
Dez Bryant,DAL,1,13,9,141,1,0,0,0
Randall Cobb,GB,1,10,9,128,1,0,0,0
Jordy Nelson,GB,1,4,3,66,2,0,0,0
James Jones,GB,1,12,11,178,0,0,0,0
DeAndre Hopkins,HOU,1,13,7,117,1,0,0,0
Tavon Austin,STL,1,12,6,47,2,2,8,0
Mike Wallace,MIA,1,11,9,115,1,0,0,0
Brandon Marshall,CHI,1,10,7,113,1,0,0,0
Steve Johnson,BUF,1,10,8,111,1,0,0,0
Austin Pettis,STL,1,11,8,78,1,0,0,0
T.Y. Hilton,IND,1,12,6,124,0,0,0,0
Ted Ginn Jr.,CAR,1,8,3,62,1,0,0,0
Victor Cruz,NYG,1,11,8,118,0,0,0,0
Dwayne Bowe,KC,1,8,4,56,1,0,0,0
Aaron Dobson,NE,1,10,3,56,1,0,0,0
Kendall Wright,TEN,1,11,7,54,1,0,0,0
Marlon Brown,BAL,1,6,4,45,1,0,0,0
Chris Givens,STL,1,8,5,105,0,0,0,0
Malcom Floyd,SD,1,6,5,102,0,0,0,0
Santana Moss,WAS,1,5,3,41,1,0,0,0
Wes Welker,DEN,1,8,3,39,1,0,0,0
Cecil Shorts,JAC,1,14,8,93,0,0,0,0
Eric Decker,DEN,1,13,9,87,0,0,0,0
Stephen Hill,NYJ,1,8,4,86,0,0,0,0
Torrey Smith,BAL,1,13,7,85,0,0,0,0
Greg Jennings,MIN,1,6,5,84,0,0,0,0
Riley Cooper,PHI,1,3,2,23,1,0,0,0
Hakeem Nicks,NYG,1,7,4,83,0,0,0,0
Julian Edelman,NE,1,18,13,78,0,1,4,0
Emmanuel Sanders,PIT,1,10,5,78,0,0,0,0
Vincent Jackson,TB,1,11,5,77,0,0,0,0
Andre Johnson,HOU,1,13,8,76,0,0,0,0
Robert Woods,BUF,1,6,4,68,0,1,3,0
Brian Hartline,MIA,1,8,5,68,0,0,0,0
Kevin Ogletree,TB,1,3,1,5,1,0,0,0
Ace Sanders,JAC,1,7,5,64,0,0,0,0
Marques Colston,NO,1,7,4,63,0,0,0,0
Antonio Brown,PIT,1,9,6,57,0,0,0,0
Jerricho Cotchery,PIT,1,9,3,59,0,1,-5,0
Steve Smith,CAR,1,11,5,52,0,0,0,0
Demaryius Thomas,DEN,1,6,5,52,0,0,0,0
Doug Baldwin,SEA,1,1,1,51,0,0,0,0
Santonio Holmes,NYJ,1,6,3,51,0,0,0,0
Terrelle Pryor,OAK,1,0,0,0,0,9,50,0
Nate Washington,TEN,1,5,3,50,0,0,0,0
Jerome Simpson,MIN,1,5,2,49,0,0,0,0
Kenbrell Thompkins,NE,1,7,2,47,0,0,0,0
Reggie Wayne,IND,1,8,5,46,0,0,0,0
Mohamed Sanu,CIN,1,8,5,40,0,1,4,0
Harry Douglas,ATL,1,5,4,43,0,0,0,0
Clyde Gates,NYJ,1,8,2,42,0,0,0,0
Rod Streater,OAK,1,4,3,42,0,0,0,0
A.J. Green,CIN,1,14,6,41,0,0,0,0
Alshon Jeffery,CHI,1,5,1,11,0,2,30,0
Donnie Avery,KC,1,4,2,38,0,1,2,0
Jason Avant,PHI,1,7,4,39,0,0,0,0
Josh Morgan,WAS,1,6,2,39,0,0,0,0
Kyle Williams,SF,1,6,4,39,0,0,0,0
Davone Bess,CLE,1,8,5,38,0,0,0,0
Nate Burleson,DET,1,8,7,45,0,1,-8,0
Keshawn Martin,HOU,1,2,2,37,0,0,0,0
Andre Caldwell,DEN,1,1,1,36,0,0,0,0
Andre Roberts,ARI,1,8,3,36,0,0,0,0
Brandon Stokley,BAL,1,5,4,36,0,0,0,0
Leonard Hankerson,WAS,1,3,3,35,0,0,0,0
Marvin Jones,CIN,1,4,3,35,0,0,0,0
Keenan Allen,SD,1,3,2,34,0,0,0,0
Larry Fitzgerald,ARI,1,5,2,33,0,0,0,0
Greg Little,CLE,1,12,4,33,0,0,0,0
Miles Austin,DAL,1,4,3,31,0,0,0,0
Kenny Britt,TEN,1,9,4,28,0,0,0,0
Vincent Brown,SD,1,7,4,26,0,0,0,0
Terrance Williams,DAL,1,3,3,28,0,1,-3,0
Travis Benjamin,CLE,1,1,1,22,0,0,0,0
Michael Floyd,ARI,1,7,3,22,0,0,0,0
Roddy White,ATL,1,3,3,21,0,0,0,0
Jarius Wright,MIN,1,2,1,21,0,0,0,0
Earl Bennett,CHI,1,2,2,19,0,0,0,0
Golden Tate,SEA,1,2,1,19,0,0,0,0
Lance Moore,NO,1,4,1,15,0,0,0,0
Brian Quick,STL,1,1,1,15,0,0,0,0
Stephen Burton,JAC,1,3,2,23,0,1,-9,0
Cordarrelle Patterson,MIN,1,2,2,14,0,0,0,0
Rueben Randle,NYG,1,9,3,14,0,0,0,0
Brandon LaFell,CAR,1,6,4,13,0,0,0,0
Sidney Rice,SEA,1,5,1,13,0,0,0,0
Aldrick Robinson,WAS,1,2,1,13,0,0,0,0
Jacoby Ford,OAK,1,2,2,12,0,0,0,0
