,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Andre Johnson,HOU,1,13,9,229,3,0,0,0
Riley Cooper,PHI,1,6,5,139,3,0,18,0
T.Y. Hilton,IND,1,12,7,121,3,0,0,0
Jerricho Cotchery,PIT,1,8,7,96,3,0,0,0
Aaron Dobson,NE,1,9,5,130,2,0,0,0
DeSean Jackson,PHI,1,6,5,150,1,0,0,0
Keenan Allen,SD,1,11,8,128,1,0,0,0
Danny Amendola,NE,1,4,4,122,1,0,0,0
Marlon Brown,BAL,1,9,5,54,2,0,0,0
Pierre Garcon,WAS,1,11,7,172,0,0,0,0
Brandon Marshall,CHI,1,13,7,107,1,0,0,0
Davone Bess,CLE,1,4,3,24,2,0,0,0
Doug Baldwin,SEA,1,10,6,75,1,0,0,0
Antonio Brown,PIT,1,9,5,71,1,0,0,0
A.J. Green,CIN,1,19,11,128,0,0,0,0
Marquise Goodwin,BUF,1,4,2,64,1,0,0,0
Greg Little,CLE,1,9,7,122,0,0,0,0
Alshon Jeffery,CHI,1,9,5,60,1,1,1,0
Eddie Royal,SD,1,6,4,56,1,0,0,0
Jermaine Kearse,SEA,1,2,2,43,1,0,0,0
Emmanuel Sanders,PIT,1,11,6,98,0,0,0,0
Rod Streater,OAK,1,6,5,98,0,0,0,0
Terrelle Pryor,OAK,1,0,0,0,0,10,94,0
Robert Meachem,NO,1,5,4,93,0,0,0,0
Tiquan Underwood,TB,1,3,2,29,1,0,0,0
Harry Douglas,ATL,1,5,3,82,0,0,0,0
Denarius Moore,OAK,1,11,5,82,0,0,0,0
Mike Wallace,MIA,1,8,6,82,0,0,0,0
Torrey Smith,BAL,1,8,5,78,0,0,0,0
Brandon LaFell,CAR,1,9,6,74,0,0,0,0
Dwayne Harris,DAL,1,2,2,13,1,0,0,0
Lance Moore,NO,1,10,6,70,0,0,0,0
Kendall Wright,TEN,1,5,3,69,0,0,0,0
Cole Beasley,DAL,1,9,6,68,0,0,0,0
Dwayne Bowe,KC,1,12,7,67,0,0,0,0
Jordy Nelson,GB,1,9,4,67,0,0,0,0
Marvin Jones,CIN,1,7,4,66,0,0,0,0
Dez Bryant,DAL,1,11,6,64,0,0,0,0
Mohamed Sanu,CIN,1,9,6,62,0,0,0,0
Greg Salas,NYJ,1,3,2,57,0,0,0,0
Greg Jennings,MIN,1,9,6,56,0,0,0,0
Chris Givens,STL,1,8,4,55,0,0,0,0
Leonard Hankerson,WAS,1,6,5,55,0,0,0,0
Josh Gordon,CLE,1,7,3,44,0,1,10,0
DeAndre Hopkins,HOU,1,6,3,54,0,0,0,0
Steve Smith,CAR,1,10,4,52,0,0,0,0
Steve Johnson,BUF,1,7,5,36,0,1,10,0
Robert Woods,BUF,1,8,4,44,0,0,0,0
Brian Hartline,MIA,1,5,3,39,0,0,0,0
Kenny Stills,NO,1,5,3,35,0,0,0,0
Terrance Williams,DAL,1,7,2,33,0,0,0,0
Juron Criner,OAK,1,8,3,32,0,0,0,0
Griff Whalen,IND,1,9,3,32,0,0,0,0
Jarius Wright,MIN,1,5,3,31,0,0,0,0
Brian Quick,STL,1,2,2,30,0,0,0,0
Tandon Doss,BAL,1,4,2,29,0,0,0,0
Golden Tate,SEA,1,3,3,29,0,0,0,0
Jacoby Ford,OAK,1,5,2,28,0,0,0,0
Jacoby Jones,BAL,1,8,4,27,0,0,0,0
Rishard Matthews,MIA,1,4,2,24,0,0,0,0
Jerome Simpson,MIN,1,5,2,24,0,0,0,0
Deonte Thompson,BAL,1,4,3,24,0,0,0,0
DeVier Posey,HOU,1,4,3,23,0,0,0,0
Donnie Avery,KC,1,5,3,22,0,0,0,0
Santana Moss,WAS,1,2,1,2,0,1,18,0
Damian Williams,TEN,1,1,1,20,0,0,0,0
Jeff Maehl,PHI,1,1,1,19,0,0,0,0
David Nelson,NYJ,1,3,1,19,0,0,0,0
Josh Cribbs,NYJ,1,2,2,6,0,3,12,0
Vincent Brown,SD,1,6,1,17,0,0,0,0
James Jones,GB,1,3,1,17,0,0,0,0
Jarrett Boykin,GB,1,1,1,15,0,0,0,0
Justin Hunter,TEN,1,2,2,13,0,0,0,0
Cordarrelle Patterson,MIN,1,4,3,13,0,0,0,0
Austin Pettis,STL,1,4,1,13,0,0,0,0
Stedman Bailey,STL,1,1,1,12,0,0,0,0
Julian Edelman,NE,1,4,1,11,0,0,0,0
Darrius Heyward-Bey,IND,1,6,1,11,0,0,0,0
Vincent Jackson,TB,1,4,2,11,0,0,0,0
Armanti Edwards,CLE,1,1,1,10,0,0,0,0
Ted Ginn Jr.,CAR,1,3,1,10,0,0,0,0
Andrew Hawkins,CIN,1,2,1,10,0,0,0,0
Darius Johnson,ATL,1,2,1,10,0,0,0,0
LaVon Brazill,IND,1,2,1,9,0,0,0,0
Myles White,GB,1,1,1,8,0,0,0,0
Tavon Austin,STL,1,2,0,0,0,1,6,0
Ricardo Lockette,SEA,1,1,1,5,0,0,0,0
Aldrick Robinson,WAS,1,1,1,4,0,0,0,0
Drew Davis,ATL,1,2,1,2,0,0,0,0
Jeremy Kerley,NYJ,1,2,1,1,0,0,0,0
Jason Avant,PHI,1,1,0,0,0,0,0,0
Kenny Britt,TEN,1,1,0,0,0,0,0,0
Marcus Easley,BUF,1,1,0,0,0,0,0,0
Stephen Hill,NYJ,1,1,0,0,0,0,0,0
Josh Morgan,WAS,1,1,0,0,0,0,0,0
Dane Sanzenbacher,CIN,1,1,0,0,0,0,0,0
Nick Toon,NO,1,4,0,0,0,0,0,0
Nate Washington,TEN,1,4,0,0,0,0,0,0
Marquess Wilson,CHI,1,1,0,0,0,0,0,0
T.J. Graham,BUF,1,4,1,-2,0,0,0,0
