,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Lamar Miller,MIA,1,14,175,1,3,3,61,1
Todd Gurley,STL,1,19,128,2,5,4,35,0
Arian Foster,HOU,1,18,59,1,7,5,66,1
Darren McFadden,DAL,1,29,152,1,2,2,10,0
Danny Woodhead,SD,1,5,26,0,12,11,75,2
Mark Ingram,NO,1,14,143,1,2,2,5,0
Charcandrick West,KC,1,22,110,1,5,2,19,0
T.J. Yeldon,JAC,1,20,115,1,3,1,9,0
Chris Johnson,ARI,1,18,122,1,0,0,0,0
Marshawn Lynch,SEA,1,27,122,1,0,0,0,0
Ryan Mathews,PHI,1,6,97,1,3,3,24,0
Doug Martin,TB,1,19,136,0,3,3,35,0
Khiry Robinson,NO,1,14,28,2,1,1,3,0
Latavius Murray,OAK,1,15,85,1,1,1,1,0
Mike Tolbert,CAR,1,3,16,1,1,1,2,1
Le'Veon Bell,PIT,1,17,121,0,4,4,16,0
Devonta Freeman,ATL,1,25,116,0,3,2,14,0
Jonathan Stewart,CAR,1,24,125,0,1,0,0,0
Chris Ivory,NYJ,1,17,41,0,2,2,12,1
Adrian Peterson,MIN,1,19,98,0,3,3,12,0
Orleans Darkwa,NYG,1,8,48,1,1,0,0,0
Justin Forsett,BAL,1,12,36,1,4,3,8,0
LeSean McCoy,BUF,1,18,68,0,4,2,36,0
Duke Johnson,CLE,1,6,17,0,7,7,73,0
Frank Gore,IND,1,9,43,0,8,5,32,0
Kyle Juszczyk,BAL,1,0,0,0,5,4,15,1
Branden Oliver,SD,1,9,35,0,7,6,39,0
DeMarco Murray,PHI,1,18,65,0,4,2,5,0
Dexter McCluster,TEN,1,5,20,0,8,6,48,0
Charles Sims,TB,1,10,49,0,3,2,17,0
Shane Vereen,NYG,1,4,56,0,3,1,6,0
Jonas Gray,MIA,1,12,48,0,1,1,10,0
Antonio Andrews,TEN,1,10,57,0,0,0,0,0
Taiwan Jones,OAK,1,3,35,0,3,2,17,0
Matt Jones,WAS,1,9,29,0,4,3,22,0
Zach Line,MIN,1,2,2,0,1,1,49,0
Andre Ellington,ARI,1,5,21,0,4,3,28,0
Theo Riddick,DET,1,3,8,0,4,3,40,0
C.J. Spiller,NO,1,4,16,0,6,6,32,0
Ameer Abdullah,DET,1,8,43,0,0,0,0,0
Thomas Rawls,SEA,1,6,32,0,2,2,9,0
Carlos Hyde,SF,1,11,40,0,0,0,0,0
Darren Sproles,PHI,1,3,9,0,10,5,31,0
Robert Turbin,CLE,1,5,30,0,2,2,8,0
Jerick McKinnon,MIN,1,9,36,0,1,1,1,0
Tommy Bohanon,NYJ,1,0,0,0,4,2,36,0
Javorius Allen,BAL,1,3,25,0,1,1,10,0
Joique Bell,DET,1,3,21,0,2,2,14,0
Fred Jackson,SEA,1,1,2,0,4,4,33,0
Reggie Bush,SF,1,4,21,0,5,3,13,0
Zac Stacy,NYJ,1,7,19,0,1,1,11,0
James White,NE,1,2,4,0,5,3,26,0
Melvin Gordon,SD,1,7,29,0,0,0,0,0
Damien Williams,MIA,1,4,19,0,2,2,10,0
De'Anthony Thomas,KC,1,1,13,0,3,2,12,0
Benny Cunningham,STL,1,4,11,0,2,2,13,0
David Johnson,ARI,1,3,5,0,2,2,19,0
Joseph Randle,DAL,1,2,24,0,0,0,0,0
Christine Michael,DAL,1,5,18,0,1,1,2,0
Rashad Jennings,NYG,1,5,19,0,0,0,0,0
Chris Polk,HOU,1,4,4,0,3,2,14,0
DeAngelo Williams,PIT,1,4,9,0,2,1,8,0
Marcel Reece,OAK,1,0,0,0,3,3,15,0
Tevin Coleman,ATL,1,3,14,0,1,0,0,0
Ahmad Bradshaw,IND,1,1,5,0,2,1,8,0
Andre Williams,NYG,1,4,13,0,0,0,0,0
Dan Herron,BUF,1,2,9,0,1,1,3,0
Isaiah Crowell,CLE,1,8,9,0,0,0,0,0
Alfred Blue,HOU,1,3,8,0,0,0,0,0
Toby Gerhart,JAC,1,6,8,0,0,0,0,0
Spencer Ware,KC,1,2,8,0,0,0,0,0
Alfred Morris,WAS,1,6,5,0,1,1,2,0
Terron Ward,ATL,1,0,0,0,1,1,7,0
Matt Asiata,MIN,1,0,0,0,2,2,5,0
Jamize Olawale,OAK,1,2,4,0,0,0,0,0
Bobby Rainey,TB,1,0,0,0,1,1,4,0
Roy Helu,OAK,1,4,3,0,0,0,0,0
Knile Davis,KC,1,1,2,0,0,0,0,0
Darrel Young,WAS,1,1,1,0,0,0,0,0
Cameron Artis-Payne,CAR,1,1,0,0,0,0,0,0
Michael Burton,DET,1,1,0,0,0,0,0,0
Patrick DiMarco,ATL,1,1,0,0,0,0,0,0
Jonathan Grimes,HOU,1,0,0,0,1,0,0,0
Bishop Sankey,TEN,1,0,0,0,1,0,0,0
Fozzy Whittaker,CAR,1,0,0,0,1,0,0,0
George Winn,DET,1,1,0,0,0,0,0,0
LeGarrette Blount,NE,1,3,-3,0,0,0,0,0
