,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD
Marshawn Lynch,SEA,1,21,140,4,1,1,23,0
Justin Forsett,BAL,1,20,112,2,1,0,0,0
C.J. Anderson,DEN,1,13,90,0,7,4,73,1
Denard Robinson,JAC,1,15,60,2,3,2,10,0
Jamaal Charles,KC,1,15,98,1,4,3,20,0
Eddie Lacy,GB,1,14,50,0,6,3,68,1
Steven Jackson,ATL,1,16,81,1,2,2,14,0
Terrance West,CLE,1,26,94,1,0,0,0,0
Frank Gore,SF,1,23,81,1,1,1,2,0
Mark Ingram,NO,1,27,120,0,5,3,19,0
DeMarco Murray,DAL,1,19,100,0,7,6,31,0
Ben Tate,CLE,1,10,34,1,2,2,27,0
Jonathan Stewart,CAR,1,11,36,1,4,4,23,0
Joseph Randle,DAL,1,7,56,1,0,0,0,0
Andre Ellington,ARI,1,18,23,1,5,5,19,0
Isaiah Crowell,CLE,1,12,41,1,0,0,0,0
Bryce Brown,BUF,1,7,35,0,7,6,65,0
Andre Williams,NYG,1,13,33,1,5,2,5,0
Carlos Hyde,SF,1,4,36,1,0,0,0,0
Benny Cunningham,STL,1,4,12,1,4,2,16,0
Joique Bell,DET,1,10,44,0,3,2,37,0
Matt Forte,CHI,1,17,54,0,7,3,27,0
Tre Mason,STL,1,14,48,0,6,4,33,0
Darren Sproles,PHI,1,1,8,1,2,1,13,0
LeSean McCoy,PHI,1,12,19,1,3,1,-2,0
Bishop Sankey,TEN,1,17,58,0,3,3,19,0
Leon Washington,TEN,1,1,3,0,3,2,12,1
Christine Michael,SEA,1,4,71,0,0,0,0,0
Le'Veon Bell,PIT,1,11,36,0,10,8,33,0
Theo Riddick,DET,1,3,0,0,3,2,5,1
Anthony Dixon,BUF,1,9,62,0,0,0,0,0
Jeremy Hill,CIN,1,12,55,0,2,1,6,0
Damien Williams,MIA,1,7,34,0,3,3,27,0
Bobby Rainey,TB,1,6,14,0,5,4,42,0
DuJuan Harris,GB,1,8,52,0,0,0,0,0
Chris Ivory,NYJ,1,14,51,0,0,0,0,0
Fred Jackson,BUF,1,3,10,0,5,4,39,0
DeAngelo Williams,CAR,1,13,31,0,3,3,17,0
Charles Sims,TB,1,8,23,0,2,2,17,0
Darren McFadden,OAK,1,7,14,0,7,4,22,0
Fozzy Whittaker,CAR,1,6,29,0,2,2,7,0
Chris Johnson,NYJ,1,7,23,0,1,1,12,0
Jordan Todman,JAC,1,2,6,0,6,3,27,0
Robert Turbin,SEA,1,6,32,0,0,0,0,0
Bernard Pierce,BAL,1,8,31,0,0,0,0,0
Jed Collins,DET,1,0,0,0,2,2,30,0
Travaris Cadet,NO,1,2,9,0,5,3,18,0
Kyle Juszczyk,BAL,1,0,0,0,3,3,26,0
Reggie Bush,DET,1,4,20,0,1,1,5,0
Ka'Deem Carey,CHI,1,2,13,0,1,1,11,0
Ronnie Hillman,DEN,1,6,13,0,5,2,9,0
John Kuhn,GB,1,5,20,0,0,0,0,0
Maurice Jones-Drew,OAK,1,3,10,0,1,1,7,0
Mike James,TB,1,4,16,0,0,0,0,0
Rex Burkhead,CIN,1,4,12,0,4,2,3,0
Michael Cox,NYG,1,2,6,0,3,2,9,0
Devonta Freeman,ATL,1,3,16,0,1,1,-2,0
Erik Lorig,NO,1,0,0,0,1,1,14,0
Daniel Thomas,MIA,1,5,14,0,0,0,0,0
Jacquizz Rodgers,ATL,1,1,1,0,2,2,11,0
Jackie Battle,TEN,1,0,0,0,1,1,11,0
Latavius Murray,OAK,1,2,4,0,1,1,7,0
Chris Polk,PHI,1,5,11,0,0,0,0,0
James Starks,GB,1,5,10,0,1,0,0,0
Lorenzo Taliaferro,BAL,1,3,10,0,0,0,0,0
Peyton Hillis,NYG,1,1,4,0,2,1,5,0
Marcel Reece,OAK,1,1,3,0,2,2,6,0
Juwan Thompson,DEN,1,4,8,0,0,0,0,0
Lance Dunbar,DAL,1,0,0,0,2,2,7,0
Knile Davis,KC,1,4,1,0,1,1,5,0
Lamar Miller,MIA,1,4,10,0,2,1,-4,0
Shonn Greene,TEN,1,3,5,0,0,0,0,0
Bilal Powell,NYJ,1,1,4,0,1,0,0,0
Bruce Miller,SF,1,1,3,0,1,0,0,0
Antone Smith,ATL,1,4,3,0,0,0,0,0
Frank Summers,BUF,1,1,1,0,3,1,2,0
De'Anthony Thomas,KC,1,1,3,0,0,0,0,0
Toby Gerhart,JAC,1,4,2,0,0,0,0,0
Marion Grice,ARI,1,1,1,0,1,0,0,0
LeGarrette Blount,PIT,1,5,0,0,0,0,0,0
Patrick DiMarco,ATL,1,0,0,0,2,0,0,0
Anthony Sherman,KC,1,0,0,0,2,0,0,0
Marcus Thigpen,TB,1,0,0,0,1,0,0,0
Cedric Peerman,CIN,1,2,-2,0,0,0,0,0
Will Johnson,PIT,1,0,0,0,1,1,-5,0
