,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Player,Team,G,Target,Rec,Yard,TD,Att,Yard,TD
Julio Jones,ATL,1,11,9,178,1,0,0,0
Brandon Marshall,NYJ,1,10,8,115,2,0,0,0
Allen Hurns,JAC,1,10,8,106,2,0,0,0
Allen Robinson,JAC,1,9,6,151,1,0,0,0
Brandin Cooks,NO,1,7,5,123,1,4,10,0
Doug Baldwin,SEA,1,10,8,118,1,0,0,0
DeAndre Hopkins,HOU,1,11,7,117,1,0,0,0
Jordan Matthews,PHI,1,8,6,104,1,0,0,0
Dontrelle Inman,SD,1,13,8,82,1,0,0,0
Pierre Garcon,WAS,1,12,7,80,1,0,0,0
Rueben Randle,NYG,1,5,2,80,1,0,0,0
Calvin Johnson,DET,1,10,6,77,1,0,0,0
Emmanuel Sanders,DEN,1,5,4,67,1,0,0,0
A.J. Green,CIN,1,9,5,57,1,0,0,0
Michael Floyd,ARI,1,8,6,111,0,0,0,0
Jarvis Landry,MIA,1,11,7,111,0,0,0,0
Kenny Britt,STL,1,4,3,49,1,0,0,0
Jeremy Maclin,KC,1,7,5,49,1,0,0,0
Eric Decker,NYJ,1,6,3,47,1,0,0,0
Nate Washington,HOU,1,5,3,42,1,0,0,0
Michael Crabtree,OAK,1,8,6,39,1,0,0,0
Mohamed Sanu,CIN,1,3,3,29,0,2,10,1
Jermaine Kearse,SEA,1,5,3,38,1,0,0,0
Marqise Lee,JAC,1,4,3,26,1,1,9,0
Myles White,NYG,1,4,2,34,1,0,0,0
DeVante Parker,MIA,1,10,4,93,0,0,0,0
Larry Fitzgerald,ARI,1,5,4,29,1,0,0,0
T.J. Jones,DET,1,1,1,29,1,0,0,0
John Brown,ARI,1,4,3,25,1,0,0,0
Sammy Watkins,BUF,1,6,5,84,0,0,0,0
Torrey Smith,SF,1,3,2,23,1,0,0,0
Harry Douglas,TEN,1,12,6,79,0,0,0,0
Chris Matthews,BAL,1,5,3,19,1,0,0,0
Willie Snead,NO,1,6,4,75,0,0,0,0
Brice Butler,DAL,1,9,4,74,0,0,0,0
Keshawn Martin,NE,1,11,7,68,0,1,6,0
Quincy Enunwa,NYJ,1,4,2,69,0,0,0,0
Tre McBride,TEN,1,3,2,8,1,0,0,0
Roddy White,ATL,1,6,5,67,0,0,0,0
Kamar Aiken,BAL,1,8,8,66,0,0,0,0
T.Y. Hilton,IND,1,7,4,64,0,0,0,0
Terrance Williams,DAL,1,10,4,62,0,0,0,0
Antonio Brown,PIT,1,11,7,61,0,0,0,0
Mike Evans,TB,1,8,4,61,0,0,0,0
Golden Tate,DET,1,5,4,59,0,0,0,0
Demaryius Thomas,DEN,1,12,7,59,0,0,0,0
Jarius Wright,MIN,1,3,3,57,0,0,0,0
Bruce Ellington,SF,1,4,3,55,0,0,0,0
James Jones,GB,1,11,5,46,0,0,0,0
Brandon Coleman,NO,1,4,4,45,0,0,0,0
Chris Givens,BAL,1,4,2,45,0,0,0,0
Davante Adams,GB,1,6,3,42,0,0,0,0
Malcom Floyd,SD,1,6,3,42,0,0,0,0
Markus Wheaton,PIT,1,5,3,41,0,0,0,0
Jerricho Cotchery,CAR,1,5,4,24,0,1,16,0
DeSean Jackson,WAS,1,6,4,40,0,0,0,0
Philly Brown,CAR,1,6,3,39,0,0,0,0
Chris Hogan,BUF,1,4,2,39,0,0,0,0
Andre Johnson,IND,1,5,3,39,0,0,0,0
Albert Wilson,KC,1,4,3,34,0,2,5,0
Jeremy Butler,BAL,1,6,3,38,0,0,0,0
Darius Jennings,CLE,1,4,3,37,0,0,0,0
Jordan Norwood,DEN,1,6,4,37,0,0,0,0
Seth Roberts,OAK,1,6,2,37,0,0,0,0
Nelson Agholor,PHI,1,5,2,35,0,0,0,0
Andre Holmes,OAK,1,6,3,33,0,0,0,0
Marvin Jones,CIN,1,7,3,33,0,0,0,0
Tyler Lockett,SEA,1,7,3,33,0,0,0,0
Marc Mariani,CHI,1,3,2,32,0,0,0,0
Phillip Dorsett,IND,1,3,2,29,0,1,2,0
Cole Beasley,DAL,1,2,2,29,0,0,0,0
Tavon Austin,STL,1,7,3,16,0,3,12,0
Brandon LaFell,NE,1,1,1,19,0,1,9,0
Quinton Patton,SF,1,4,1,28,0,0,0,0
Anquan Boldin,SF,1,5,5,27,0,0,0,0
Kenbrell Thompkins,NYJ,1,9,4,27,0,0,0,0
Ryan Grant,WAS,1,3,1,24,0,0,0,0
Eddie Royal,CHI,1,6,5,21,0,0,0,0
Travis Benjamin,CLE,1,5,2,20,0,0,0,0
Stefon Diggs,MIN,1,5,4,19,0,0,0,0
Russell Shepard,TB,1,1,1,18,0,0,0,0
Jaelen Strong,HOU,1,5,2,18,0,0,0,0
Kendall Wright,TEN,1,3,3,18,0,0,0,0
Randall Cobb,GB,1,3,3,15,0,1,2,0
Javontee Herndon,SD,1,5,3,16,0,0,0,0
Donteea Dye,TB,1,3,1,15,0,0,0,0
Justin Hardy,ATL,1,3,2,15,0,0,0,0
Donte Moncrief,IND,1,2,2,15,0,0,0,0
Kenny Stills,MIA,1,3,3,14,0,0,0,0
Jamison Crowder,WAS,1,3,2,13,0,0,0,0
Bennie Fowler,DEN,1,1,1,13,0,0,0,0
Mike Wallace,MIN,1,6,2,11,0,0,0,0
Josh Bellamy,CHI,1,3,2,10,0,0,0,0
Martavis Bryant,PIT,1,3,1,6,0,1,4,0
Amari Cooper,OAK,1,3,2,10,0,0,0,0
Darrius Heyward-Bey,PIT,1,1,1,10,0,0,0,0
Adam Humphries,TB,1,2,1,10,0,0,0,0
Ben Edwards,NYG,1,2,1,9,0,0,0,0
Ted Ginn Jr.,CAR,1,3,1,9,0,0,0,0
Josh Huff,PHI,1,2,1,8,0,0,0,0
Jonathan Krause,PHI,1,2,1,7,0,0,0,0
Dwayne Harris,NYG,1,2,1,6,0,0,0,0
Lance Moore,DET,1,1,1,6,0,0,0,0
Brian Quick,STL,1,1,1,6,0,0,0,0
Jared Abbrederis,GB,1,2,1,5,0,0,0,0
Adam Thielen,MIN,1,1,1,5,0,0,0,0
Hakeem Nicks,NYG,1,3,1,4,0,0,0,0
Wes Welker,STL,1,1,1,3,0,0,0,0
Rashad Greene,JAC,1,1,1,2,0,0,0,0
Jason Avant,KC,1,1,0,0,0,0,0,0
Dwayne Bowe,CLE,1,1,0,0,0,0,0,0
Andre Caldwell,DEN,1,1,0,0,0,0,0,0
Riley Cooper,PHI,1,1,0,0,0,0,0,0
